,airline_sentiment,negativereason,airline,text_clean
11402,1,Lost Luggage,US Airways,come home day late flight find guys lost luggage
11403,1,Customer Service Issue,US Airways,doubt gate 35x cluster every agent encounter saw including one outright rude put
11404,1,Cancelled Flight,US Airways,spend cost flight get free room transportation airport
11405,1,Can't Tell,US Airways,voucher give us hotel useless call number say no rooms available expect
11406,1,Cancelled Flight,US Airways,mad not even believe guys cancelled flight connecting flight leave first stop amp give useless hotel voucher
11407,1,Late Flight,US Airways,priorities made considering pending snow storm delay flight hour amp half would like answer
11408,1,Lost Luggage,US Airways,experienced defines customer service flt1999 flight attendant willing follow passenger bag charges
11409,1,Lost Luggage,US Airways,done everything still no luck finding bag not understand bag could misplaced upsetting
11410,1,Can't Tell,US Airways,q thanks wondering ones disguised not call http co uh6uwuosc0
11411,1,Customer Service Issue,US Airways,turns difficulty past loyal customer aa platinum flyer usair could not unhelpful
11412,1,Late Flight,US Airways,yes nvr fly w missed con flight bc coffeemaker ft1892 could not see father be4 put coma
11413,1,longlines,US Airways,40 minutes put tsa number 40 mins stop holding people hostage requiring dividends miles acct tsa
11414,1,Customer Service Issue,US Airways,would go though entire process get people phone usairwayssucks
11415,1,Customer Service Issue,US Airways,really mean usairwayssucks
11416,0,,US Airways,thanks help remind agents ok ps heard rumors streaming wifi tv movie service might installing
11417,1,Late Flight,US Airways,nope done supposed get home 9pm not get home midnight neveragain
11418,1,Customer Service Issue,US Airways,way assist actually answer phone
11419,1,Customer Service Issue,US Airways,would kill give 30 60 seconds bad muzak instead constant commercials hold
11420,1,Customer Service Issue,US Airways,usairways would kill let put tsaprecheck number reservation
11421,1,Flight Booking Problems,US Airways,usairways would kill not let 3 000 miles expire
11422,1,Late Flight,US Airways,usairways would kill let know many minutes might hold
11423,1,Lost Luggage,US Airways,100 samsonite totaled not happy not
11424,1,Customer Service Issue,US Airways,sent letter letter get back nothing form letters half baked reply usairwaysssuck
11425,1,Flight Attendant Complaints,US Airways,least comforting thing pilot sitting stationary plane 3 hours not really know happened
11426,0,,US Airways,thanks
11427,1,Can't Tell,US Airways,number 214 725 1966 cant wait lol usairsucks
11428,1,Customer Service Issue,US Airways,call cant wait see anything happens service really sucks usairwayssucks
11429,0,,US Airways,also appreciated hashtag lucycat
11430,1,Late Flight,US Airways,scm1133 hate delays tried http co 7stktjxan1 although not sure timbit
11431,1,Lost Luggage,US Airways,big fail not curbside baggage pittsburgh charge 30 dollars bag
11432,0,,US Airways,possible earn dividend miles passenger not even purchasing tickets
11433,1,Lost Luggage,US Airways,hope thank help traveled halfway across globe wants suitcase
11434,1,Flight Booking Problems,US Airways,would consider honoring original fare price try flight booking problems ticket
11435,1,Flight Booking Problems,US Airways,booked award ticket recently ticket less miles contact without using online form phone
11436,0,,US Airways,best follow please
11437,1,Flight Attendant Complaints,US Airways,would pleased reassess business practices goal passengers plane little possible
11438,1,Customer Service Issue,US Airways,ok know likely never book
11439,1,Customer Service Issue,US Airways,followed complaint procedure get run around service sucks usairwayssuck
11440,1,Late Flight,US Airways,not mind waiting mind waiting plane not airport room know food
11441,1,Customer Service Issue,US Airways,usairways appreciated however system tells call back late flightr ends call no need reply thanks
11442,1,Bad Flight,US Airways,would board ppl plane b4 turn de ice would ppl wait hour long process
11443,1,Customer Service Issue,US Airways,tried using twitter also gave no helpful information thank anyway
11444,1,Customer Service Issue,US Airways,usairways sure sincere apology disappointing customer perspective want loyal customers options
11445,1,Flight Booking Problems,US Airways,yeah know spend almost 500 dollars ticket since price gone week
11446,1,Can't Tell,US Airways,yeah either refunding money 2 free round trips compensate trouble put
11447,1,Can't Tell,US Airways,incompetent airline every day days end
11448,1,Flight Booking Problems,US Airways,not ticket number transaction still pending
11449,1,Can't Tell,US Airways,families no longer get early boarding young kids american new parent gives us
11450,1,Late Flight,US Airways,not patient originally 11 51 4 41
11451,1,Customer Service Issue,US Airways,agent not say
11452,1,Lost Luggage,US Airways,no could laguardia jfk charlotte no idea tho
11453,1,Bad Flight,US Airways,said no meal flight would not airline serves food anymore update policy
11454,1,Customer Service Issue,US Airways,2nd person called ask could not catch name rejected request
11455,1,Customer Service Issue,US Airways,must nice take customer service phone hook fendforyourself
11456,1,Lost Luggage,US Airways,link broken online baggage locator already tried gave no useful information
11457,1,Customer Service Issue,US Airways,spoke phone 3 4 times no resolution still waiting get money back prices jacked
11458,0,,US Airways,thanks reaching gold div no 2k424j0 flights changed confirmation dnx58v
11459,1,Late Flight,US Airways,stranded philly starving not get meal voucher even though plane mechanical issue next flight 10 hrs
11460,1,Customer Service Issue,US Airways,hold hour connected wrong department automated system transferred another 45 min amp counting
11461,0,,US Airways,yes flight attendant wonderful btw secured tray table not flailing http co jhxwmutx4g
11462,1,Lost Luggage,US Airways,link not work tried tracking bag several times still not clarify
11463,0,,US Airways,thanks seating next 2 hot athletes flight significantly better
11464,0,,US Airways,thank way get bag thanks number
11465,0,,US Airways,give stand seats ticketed passengers know connecting flight
11466,1,longlines,US Airways,would guys please send service agents gate b15 philly people missed connections 2
11467,1,Customer Service Issue,US Airways,spend 1 hour hold
11468,1,Late Flight,US Airways,would flight arrive late flight leave 60 passengers connection
11469,1,Damaged Luggage,US Airways,last 2 times checked bags severally damaged no one answers baggage call line status chairmanlove
11470,1,Customer Service Issue,US Airways,crazy not spoken human yet better way http co meoalcipdd
11471,0,,US Airways,usairways get assistance flight 611 plane landed hpn connection atl
11472,1,Late Flight,US Airways,got home 30 hours supposed living airport offered no monetary assistance
11473,1,Customer Service Issue,US Airways,trying days not get hung get prompts
11474,1,Customer Service Issue,US Airways,not option call back sitting burning minutes waiting error fixed
11475,1,Customer Service Issue,US Airways,2 days 2 hours hold day charge double flights not even fix worst service ever
11476,1,Customer Service Issue,US Airways,trying call days every time system overloaded disconnects really global company help
11477,1,Customer Service Issue,US Airways,also family crisis amp charge full price flights plus 200 2 change flights even emergencies
11478,1,Customer Service Issue,US Airways,apology
11479,1,Customer Service Issue,US Airways,thank sad could not talk 2 real person amp kept getting disconnected automated msg
11480,1,Cancelled Flight,US Airways,flight today showing time online not able check called amp told cancelled flightled put hold hr ago help
11481,1,Can't Tell,US Airways,new tag line got alive
11482,1,Customer Service Issue,US Airways,2 days row call still not get anyone phone actually employees
11483,0,,US Airways,announced people going fl via charlotte would go different plane amp gate wouldirect flight logic
11484,0,,US Airways,realized advantage number not used flight get ff miles
11485,1,Can't Tell,US Airways,company see passengers customers
11486,1,Customer Service Issue,US Airways,way someone contact agent available need help flight booking problems award flight
11487,1,Late Flight,US Airways,flight delayed 5 hours no reason given sure love flying airline whatajoke
11488,1,Lost Luggage,US Airways,got home need bag direct desk number savannah
11489,1,Lost Luggage,US Airways,hope last spoke baggage team not sure city bag
11490,0,,US Airways,thank busy times
11491,1,Late Flight,US Airways,flight delayed rerouted not much sorry inconvenience check agent notimpressed
11492,1,Late Flight,US Airways,90 min delay thanks maintenance issues thanks wasting day
11493,1,Customer Service Issue,US Airways,not one complain much really 1 hour 15minutes still nothing agents agent http co q5sb0davuy
11494,0,,US Airways,thanks
11495,1,Customer Service Issue,US Airways,thanks crappy hotel no food taxi bill followed standby cancelled flightlation usairways
11496,0,,US Airways,confirm not charged
11497,1,Flight Booking Problems,US Airways,hey booked flight isabelle gramp boston lax said charged credit card transaction not go
11498,0,,US Airways,amazing follow back please
11499,1,Customer Service Issue,US Airways,hold divident miles service desk 45 minutes hung first time
11500,1,Cancelled Flight,US Airways,useless airways day 2 trying get home standby result cancelled flightlation usairways
11501,1,Customer Service Issue,US Airways,vacations get cancelled flightled hold 40 minutes still havent talked anyone failure http co ef4p0hishb
11502,1,Customer Service Issue,US Airways,response 3 4 days no thanks
11503,1,Customer Service Issue,US Airways,never travel insanity storms inevitable making us hold add lap child badservice
